"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"38510";"2170381";"160";"l";"Non";"Non"
2022;"43420";"2110072";"0.1";"kg";"Non";"Non"
2022;"43420";"2110102";"6.01";"l";"Non";"Non"
2022;"43420";"2110104";"184";"l";"Non";"Non"
2022;"43420";"2110143";"2";"l";"Non";"Non"
2022;"43420";"2110152";"6";"l";"Non";"Non"
2022;"38510";"2170425";"5";"l";"Non";"Non"
2022;"43420";"2110162";"35";"l";"Non";"Non"
2022;"43420";"2120048";"8";"l";"Non";"Non"
2022;"43420";"2120160";"15";"l";"Non";"Non"
2022;"38510";"2170687";"35";"kg";"Non";"Non"
2022;"43420";"2130068";"3";"l";"Non";"Non"
2022;"43420";"2130069";"10";"l";"Non";"Non"
2022;"43420";"2130083";"4";"l";"Non";"Non"
2022;"43420";"2130091";"1";"l";"Non";"Non"
2022;"38510";"2170752";"0.04";"l";"Non";"Non"
2022;"43420";"2130152";"1";"l";"Non";"Non"
2022;"43420";"2150084";"10";"l";"Non";"Non"
2022;"43420";"2150140";"100";"l";"Non";"Non"
2022;"38510";"2170977";"2.17";"l";"Oui";"Non"
2022;"43420";"2150489";"15";"l";"Non";"Non"
2022;"43420";"2150785";"3";"l";"Non";"Non"
2022;"43420";"2160920";"10";"l";"Non";"Non"
2022;"38510";"2170978";"0.75";"l";"Oui";"Non"
2022;"43420";"2160931";"20";"l";"Non";"Non"
2022;"43420";"2160936";"23";"l";"Non";"Non"
2022;"43420";"2160937";"12";"l";"Non";"Non"
2022;"43420";"2160959";"115";"l";"Non";"Non"
2022;"43420";"2161101";"3";"l";"Non";"Non"
2022;"43420";"2170237";"2";"kg";"Non";"Non"
2022;"43420";"2170712";"4";"l";"Non";"Non"
2022;"43420";"2170854";"40";"l";"Non";"Non"
2022;"43420";"2180124";"0.03";"l";"Non";"Non"
2022;"43420";"2190062";"1";"l";"Non";"Non"
2022;"43420";"2190559";"10";"l";"Non";"Non"
2022;"43420";"2190722";"530";"l";"Non";"Non"
2022;"43420";"2200753";"120";"l";"Non";"Non"
2022;"43420";"2220146";"40";"l";"Non";"Non"
2022;"43420";"8400096";"1";"l";"Non";"Non"
2022;"43420";"8700002";"40";"l";"Non";"Non"
2022;"43420";"8700462";"480";"l";"Non";"Non"
2022;"43420";"8900564";"2";"l";"Non";"Non"
2022;"43420";"9000619";"50";"l";"Non";"Non"
2022;"43420";"9100296";"21";"l";"Non";"Non"
2022;"43420";"9100418";"2";"l";"Non";"Non"
2022;"43420";"9400052";"1";"l";"Non";"Non"
2022;"43420";"9500040";"12";"l";"Non";"Non"
2022;"43420";"9600093";"5";"l";"Non";"Non"
2022;"43420";"9800018";"15";"l";"Non";"Non"
2022;"43420";"9800347";"60";"l";"Non";"Non"
2022;"43420";"9900446";"1.25";"kg";"Non";"Non"
2022;"43430";"2060088";"30";"l";"Non";"Non"
2022;"43430";"2060098";"0.6";"l";"Non";"Non"
2022;"43430";"2080094";"1";"kg";"Non";"Non"
2022;"43430";"2090037";"1";"kg";"Non";"Non"
2022;"43430";"2090042";"0.55";"kg";"Non";"Non"
2022;"43430";"2090093";"40";"l";"Non";"Non"
2022;"43430";"2090101";"5";"l";"Non";"Non"
2022;"43430";"2090113";"20";"l";"Non";"Non"
2022;"43430";"2110104";"6";"l";"Non";"Non"
2022;"43430";"2110143";"1";"l";"Non";"Non"
2022;"43430";"2110192";"0.1";"kg";"Non";"Non"
2022;"43430";"2120041";"0.5";"l";"Non";"Non"
2022;"43430";"2120048";"6";"l";"Non";"Non"
2022;"43430";"2160693";"20";"l";"Non";"Non"
2022;"43430";"2160936";"2";"l";"Non";"Non"
2022;"43430";"2170752";"0.08";"l";"Non";"Non"
2022;"43430";"8700462";"30";"l";"Non";"Non"
2022;"38510";"2170979";"20";"kg";"Non";"Non"
2022;"43430";"9900251";"10";"l";"Non";"Non"
2022;"43440";"2010023";"10";"l";"Non";"Non"
2022;"38510";"2170992";"6";"l";"Non";"Non"
2022;"43440";"2060088";"20";"l";"Non";"Non"
2022;"43440";"2060127";"0.57";"l";"Non";"Non"
2022;"43440";"2080094";"0.5";"kg";"Non";"Non"
2022;"38510";"2171054";"5";"l";"Non";"Non"
2022;"43440";"2090042";"4.65";"kg";"Non";"Non"
2022;"43440";"2100014";"2.4";"kg";"Non";"Non"
2022;"43440";"2100051";"13.64";"l";"Non";"Non"
2022;"43440";"2100138";"25";"l";"Non";"Non"
2022;"38510";"2171067";"2.52";"l";"Oui";"Non"
2022;"43440";"2110102";"29.33";"l";"Non";"Non"
2022;"43440";"2110104";"21";"l";"Non";"Non"
2022;"43440";"2110152";"1";"l";"Non";"Non"
2022;"38510";"2171134";"30";"l";"Non";"Non"
2022;"43440";"2120048";"23";"l";"Non";"Non"
2022;"43440";"2130068";"5";"l";"Non";"Non"
2022;"43440";"2130069";"4";"l";"Non";"Non"
2022;"43440";"2130083";"2";"l";"Non";"Non"
2022;"38510";"2171253";"0.82";"l";"Non";"Non"
2022;"43440";"2140207";"5";"l";"Non";"Non"
2022;"43440";"2150140";"20";"l";"Non";"Non"
2022;"43440";"2160920";"15";"l";"Non";"Non"
2022;"38510";"2171306";"57";"l";"Non";"Non"
2022;"43440";"2160936";"14";"l";"Non";"Non"
2022;"43440";"2160959";"20";"l";"Non";"Non"
2022;"43440";"2200753";"60";"l";"Non";"Non"
2022;"38510";"2171307";"3";"kg";"Non";"Non"
2022;"43440";"8400255";"0.3";"kg";"Non";"Non"
2022;"43440";"8700002";"80";"l";"Non";"Non"
2022;"43440";"8700462";"70";"l";"Non";"Non"
2022;"38510";"2180088";"230";"l";"Non";"Non"
2022;"43440";"9000184";"20";"l";"Non";"Non"
2022;"43440";"9600197";"0.6";"kg";"Non";"Non"
2022;"43440";"9900251";"10";"l";"Non";"Non"
2022;"38510";"2180124";"13.55";"l";"Non";"Non"
2022;"43450";"2000044";"6";"l";"Non";"Non"
2022;"43450";"2000122";"0.32";"l";"Non";"Non"
2022;"43450";"2020099";"4";"l";"Non";"Non"
2022;"38510";"2180165";"5";"l";"Non";"Non"
2022;"43450";"2030323";"14";"l";"Non";"Non"
2022;"43450";"2060088";"20";"l";"Non";"Non"
2022;"38510";"2180233";"31";"l";"Non";"Non"
2022;"43450";"2060098";"0.2";"l";"Non";"Non"
2022;"43450";"2070184";"150";"l";"Non";"Non"
2022;"43450";"2080094";"4.5";"kg";"Non";"Non"
2022;"38510";"2180319";"2.67";"l";"Oui";"Non"
2022;"43450";"2090011";"10";"l";"Non";"Non"
2022;"43450";"2090041";"4.0";"kg";"Non";"Non"
2022;"43450";"2090093";"40";"l";"Non";"Non"
2022;"38510";"2180369";"10";"l";"Non";"Non"
2022;"43450";"2090101";"5";"l";"Non";"Non"
2022;"43450";"2090113";"170";"l";"Non";"Non"
2022;"43450";"2090118";"30";"l";"Non";"Non"
2022;"38510";"2180462";"140";"kg";"Non";"Non"
2022;"43450";"2100002";"1.2";"l";"Non";"Non"
2022;"43450";"2100009";"0.46";"kg";"Non";"Non"
2022;"43450";"2100051";"18.71";"l";"Non";"Non"
2022;"43450";"2100069";"0.2";"kg";"Non";"Non"
2022;"38510";"2180463";"60";"kg";"Non";"Non"
2022;"43450";"2100108";"35";"l";"Non";"Non"
2022;"43450";"2100138";"70";"l";"Non";"Non"
2022;"43450";"2110018";"2.25";"l";"Non";"Non"
2022;"38510";"2180598";"10";"l";"Non";"Non"
2022;"43450";"2110102";"7.71";"l";"Non";"Non"
2022;"43450";"2110104";"10";"l";"Non";"Non"
2022;"43450";"2110111";"30";"l";"Non";"Non"
2022;"38510";"2180858";"0.15";"kg";"Oui";"Non"
2022;"43450";"2110152";"3";"l";"Non";"Non"
2022;"43450";"2110167";"3";"l";"Non";"Non"
2022;"43450";"2120048";"6";"l";"Non";"Non"
2022;"38510";"2180865";"0.87";"l";"Non";"Non"
2022;"43450";"2120066";"50";"l";"Non";"Non"
2022;"43450";"2130063";"5";"l";"Non";"Non"
2022;"43450";"2130083";"12";"l";"Non";"Non"
2022;"38510";"2189993";"4.00";"kg";"Oui";"Non"
2022;"43450";"2140002";"1";"l";"Non";"Non"
2022;"43450";"2140098";"10";"l";"Non";"Non"
2022;"43450";"2140183";"3";"l";"Non";"Non"
2022;"38510";"2190016";"10";"l";"Non";"Non"
2022;"43450";"2150019";"1.2";"l";"Non";"Non"
2022;"43450";"2150140";"20";"l";"Non";"Non"
2022;"43450";"2160693";"6";"l";"Non";"Non"
2022;"43450";"2160920";"35";"l";"Non";"Non"
2022;"38510";"2190040";"120";"l";"Non";"Non"
2022;"43450";"2160931";"20";"l";"Non";"Non"
2022;"43450";"2160937";"21";"l";"Non";"Non"
2022;"43450";"2160959";"50";"l";"Non";"Non"
2022;"38510";"2190062";"7";"l";"Non";"Non"
2022;"43450";"2170979";"4";"kg";"Non";"Non"
2022;"43450";"2180124";"0.6";"l";"Non";"Non"
2022;"43450";"2190559";"10";"l";"Non";"Non"
2022;"38510";"2190088";"3.00";"l";"Oui";"Non"
2022;"43450";"2190639";"10";"l";"Non";"Non"
2022;"43450";"2200753";"15";"l";"Non";"Non"
2022;"38510";"2190173";"108";"kg";"Non";"Non"
2022;"43450";"8400255";"1.2";"kg";"Non";"Non"
2022;"43450";"8400528";"2";"l";"Non";"Non"
2022;"43450";"8600232";"20";"l";"Non";"Non"
2022;"38510";"2190268";"3";"l";"Non";"Non"
2022;"43450";"8700196";"1";"l";"Non";"Non"
2022;"43450";"8700462";"370";"l";"Non";"Non"
2022;"43450";"8900564";"2";"l";"Non";"Non"
2022;"38510";"2190319";"110.18";"l";"Oui";"Non"
2022;"43450";"9000741";"30";"l";"Non";"Non"
2022;"43450";"9400008";"0.8";"l";"Non";"Non"
2022;"38510";"2190321";"30";"l";"Non";"Non"
2022;"38510";"2190509";"35";"l";"Non";"Non"
2022;"38510";"2190537";"255";"kg";"Non";"Non"
2022;"38510";"2190634";"75";"l";"Non";"Non"
2022;"38510";"2190686";"45";"l";"Non";"Non"
2022;"38510";"2190730";"20";"l";"Non";"Non"
2022;"38510";"2190760";"16.8";"kg";"Oui";"Non"
2022;"38510";"2190808";"9.41";"l";"Oui";"Non"
2022;"38510";"2190811";"8.29";"l";"Oui";"Non"
2022;"38510";"2200059";"1.39";"l";"Oui";"Non"
2022;"38510";"2200063";"50";"l";"Non";"Non"
2022;"38510";"2200299";"10";"l";"Non";"Non"
2022;"38510";"2200317";"10";"l";"Non";"Non"
2022;"38510";"2200526";"17.41";"l";"Oui";"Non"
2022;"43450";"9600093";"9.99";"l";"Non";"Non"
2022;"43450";"9900251";"30";"l";"Non";"Non"
2022;"43450";"9900412";"5";"l";"Non";"Non"
2022;"43490";"2000202";"20";"l";"Non";"Non"
2022;"43490";"2010019";"5";"l";"Non";"Non"
2022;"43490";"2010023";"1";"l";"Non";"Non"
2022;"43490";"2010239";"10";"l";"Non";"Non"
2022;"43490";"2030323";"2";"l";"Non";"Non"
2022;"43490";"2060063";"4";"kg";"Non";"Non"
2022;"43490";"2060088";"40";"l";"Non";"Non"
2022;"43490";"2060127";"0.04";"l";"Non";"Non"
2022;"43490";"2080094";"2.5";"kg";"Non";"Non"
2022;"43490";"2080105";"20";"l";"Non";"Non"
2022;"43490";"2090011";"10";"l";"Non";"Non"
2022;"43490";"2090016";"30";"l";"Non";"Non"
2022;"43490";"2090041";"2.5";"kg";"Non";"Non"
2022;"43490";"2090054";"6";"kg";"Non";"Non"
2022;"43490";"2090113";"150";"l";"Non";"Non"
2022;"43490";"2090118";"10";"l";"Non";"Non"
2022;"43490";"2100014";"6.9";"kg";"Non";"Non"
2022;"43490";"2100138";"65";"l";"Non";"Non"
2022;"43490";"2110018";"5.25";"l";"Non";"Non"
2022;"43490";"2110102";"3.69";"l";"Non";"Non"
2022;"43490";"2110104";"69";"l";"Non";"Non"
2022;"43490";"2110111";"10";"l";"Non";"Non"
2022;"43490";"2110152";"5";"l";"Non";"Non"
2022;"43490";"2120041";"0.59";"l";"Non";"Non"
2022;"43490";"2120048";"6";"l";"Non";"Non"
2022;"43490";"2120089";"15";"l";"Non";"Non"
2022;"43490";"2120160";"5";"l";"Non";"Non"
2022;"43490";"2130063";"30";"l";"Non";"Non"
2022;"43490";"2130068";"5";"l";"Non";"Non"
2022;"43490";"2140002";"3";"l";"Non";"Non"
2022;"43490";"2150012";"1";"l";"Non";"Non"
2022;"43490";"2150084";"20";"l";"Non";"Non"
2022;"43490";"2150140";"80";"l";"Non";"Non"
2022;"43490";"2160693";"8";"l";"Non";"Non"
2022;"43490";"2160920";"20";"l";"Non";"Non"
2022;"43490";"2160936";"21";"l";"Non";"Non"
2022;"43490";"2170237";"6";"kg";"Non";"Non"
2022;"38510";"2200736";"0.06";"l";"Non";"Non"
2022;"43490";"2170381";"20";"l";"Non";"Non"
2022;"43490";"2180233";"2";"l";"Non";"Non"
2022;"43490";"2190722";"110";"l";"Non";"Non"
2022;"38510";"2200753";"105";"l";"Non";"Non"
2022;"43490";"2200753";"165";"l";"Non";"Non"
2022;"43490";"8700196";"1";"l";"Non";"Non"
2022;"43490";"8700462";"150";"l";"Non";"Non"
2022;"38510";"2210128";"10";"l";"Non";"Non"
2022;"43490";"9200159";"5";"l";"Non";"Non"
2022;"43490";"9600093";"10";"l";"Non";"Non"
2022;"43490";"9800018";"10";"l";"Non";"Non"
2022;"38510";"2210138";"5";"l";"Non";"Non"
2022;"43490";"9800182";"5";"l";"Non";"Non"
2022;"43490";"9800344";"4";"l";"Non";"Non"
2022;"43490";"9900251";"10";"l";"Non";"Non"
2022;"43490";"9900446";"0.88";"kg";"Non";"Non"
2022;"38510";"2210192";"40";"l";"Non";"Non"
2022;"43500";"2000003";"5";"l";"Non";"Non"
2022;"43500";"2000044";"2";"l";"Non";"Non"
2022;"43500";"2000327";"36";"l";"Non";"Non"
2022;"38510";"2210568";"120";"l";"Non";"Non"
2022;"43500";"2010239";"15";"l";"Non";"Non"
2022;"43500";"2010280";"12";"l";"Non";"Non"
2022;"43500";"2030323";"6.19";"l";"Non";"Non"
2022;"43500";"2060051";"6";"l";"Non";"Non"
2022;"38510";"2210743";"20";"l";"Non";"Non"
2022;"43500";"2060063";"1";"kg";"Non";"Non"
2022;"43500";"2060084";"9";"kg";"Non";"Non"
2022;"43500";"2060088";"365";"l";"Non";"Non"
2022;"38510";"6400401";"1";"kg";"Non";"Non"
2022;"43500";"2060098";"4.0";"l";"Non";"Non"
2022;"43500";"2060113";"3";"l";"Non";"Non"
2022;"43500";"2060127";"355.62";"l";"Non";"Non"
2022;"38510";"7600008";"5";"l";"Non";"Non"
2022;"43500";"2070184";"50";"l";"Non";"Non"
2022;"43500";"2080094";"47.5";"kg";"Non";"Non"
2022;"43500";"2080098";"15";"l";"Non";"Non"
2022;"38510";"8300488";"40";"l";"Non";"Non"
2022;"43500";"2080123";"0.8";"kg";"Non";"Non"
2022;"43500";"2090011";"190";"l";"Non";"Non"
2022;"43500";"2090016";"20";"l";"Non";"Non"
2022;"38510";"8400096";"15";"l";"Non";"Non"
2022;"43500";"2090041";"18.5";"kg";"Non";"Non"
2022;"43500";"2090042";"21.30";"kg";"Non";"Non"
2022;"43500";"2090093";"320";"l";"Non";"Non"
2022;"43500";"2090101";"5";"l";"Non";"Non"
2022;"38510";"8400255";"2.2";"kg";"Non";"Non"
2022;"43500";"2090113";"710";"l";"Non";"Non"
2022;"43500";"2090118";"40";"l";"Non";"Non"
2022;"43500";"2100009";"0.2";"kg";"Non";"Non"
2022;"43500";"2100014";"30.9";"kg";"Non";"Non"
2022;"38510";"8400574";"5";"l";"Non";"Non"
2022;"43500";"2100018";"5";"l";"Non";"Non"
2022;"38510";"8600243";"20";"l";"Non";"Non"
2022;"38510";"8700002";"90";"l";"Non";"Non"
2022;"38510";"8700020";"20";"l";"Non";"Non"
2022;"38510";"8700107";"10";"kg";"Non";"Non"
2022;"38510";"8700462";"380";"l";"Non";"Non"
2022;"38510";"8800504";"1";"l";"Non";"Non"
2022;"38510";"8800841";"3";"l";"Non";"Non"
2022;"38510";"8900564";"10";"l";"Non";"Non"
2022;"38510";"8900681";"20";"l";"Non";"Non"
2022;"38510";"9000184";"25";"l";"Non";"Non"
2022;"38510";"9000222";"430";"l";"Non";"Non"
2022;"38510";"9000490";"140";"l";"Non";"Non"
2022;"38510";"9100296";"120";"l";"Non";"Non"
2022;"38510";"9100418";"300";"l";"Non";"Non"
2022;"38510";"9200078";"20";"l";"Non";"Non"
2022;"38510";"9200215";"2.5";"kg";"Non";"Non"
2022;"38510";"9300032";"25";"l";"Non";"Non"
2022;"38510";"9300108";"85";"kg";"Non";"Non"
2022;"38510";"9300504";"120";"l";"Non";"Non"
2022;"38510";"9400008";"1.08";"l";"Non";"Non"
2022;"38510";"9400085";"17";"l";"Non";"Non"
2022;"38510";"9500147";"18.45";"kg";"Oui";"Non"
2022;"38510";"9500628";"9";"kg";"Non";"Non"
2022;"43500";"2100069";"0.2";"kg";"Non";"Non"
2022;"38510";"9500629";"4";"kg";"Non";"Non"
2022;"43500";"2100111";"200";"l";"Non";"Non"
2022;"43500";"2100121";"6.35";"l";"Non";"Non"
2022;"43500";"2100138";"190";"l";"Non";"Non"
2022;"38510";"9600197";"16.2";"kg";"Non";"Non"
2022;"43500";"2100140";"10";"l";"Non";"Non"
2022;"43500";"2100175";"0.2";"l";"Non";"Non"
2022;"43500";"2100215";"50";"l";"Non";"Non"
2022;"43500";"2110012";"23";"l";"Non";"Non"
2022;"38510";"9600395";"30";"kg";"Non";"Non"
2022;"43500";"2110018";"1.35";"l";"Non";"Non"
2022;"43500";"2110076";"20";"l";"Non";"Non"
2022;"43500";"2110082";"4.2";"kg";"Non";"Non"
2022;"38510";"9800018";"180";"l";"Non";"Non"
2022;"43500";"2110086";"12";"l";"Non";"Non"
2022;"43500";"2110102";"34.20";"l";"Non";"Non"
2022;"43500";"2110104";"114";"l";"Non";"Non"
2022;"43500";"2110111";"10";"l";"Non";"Non"
2022;"43500";"2110143";"16";"l";"Non";"Non"
2022;"43500";"2110152";"13";"l";"Non";"Non"
2022;"43500";"2120041";"0.35";"l";"Non";"Non"
2022;"43500";"2120048";"65";"l";"Non";"Non"
2022;"43500";"2120089";"15";"l";"Non";"Non"
2022;"43500";"2130068";"6";"l";"Non";"Non"
2022;"43500";"2130069";"9";"l";"Non";"Non"
2022;"43500";"2130083";"3";"l";"Non";"Non"
2022;"43500";"2130152";"9";"l";"Non";"Non"
2022;"43500";"2130242";"10";"l";"Non";"Non"
2022;"43500";"2130244";"5";"l";"Non";"Non"
2022;"43500";"2140002";"3";"l";"Non";"Non"
2022;"43500";"2140085";"17";"l";"Non";"Non"
2022;"43500";"2140168";"10.18";"l";"Non";"Non"
2022;"43500";"2140258";"10";"l";"Non";"Non"
2022;"43500";"2150028";"35";"l";"Non";"Non"
2022;"43500";"2150086";"3";"l";"Non";"Non"
2022;"43500";"2150140";"125";"l";"Non";"Non"
2022;"43500";"2150489";"45";"l";"Non";"Non"
2022;"43500";"2160387";"20";"l";"Non";"Non"
2022;"43500";"2160693";"26";"l";"Non";"Non"
2022;"43500";"2160920";"200";"l";"Non";"Non"
2022;"43500";"2160936";"182";"l";"Non";"Non"
2022;"43500";"2160937";"3";"l";"Non";"Non"
2022;"43500";"2169999";"9";"l";"Non";"Non"
2022;"43500";"2170381";"30";"l";"Non";"Non"
2022;"43500";"2170752";"0.04";"l";"Non";"Non"
2022;"43500";"2171054";"50";"l";"Non";"Non"
2022;"43500";"2171089";"60";"kg";"Non";"Non"
2022;"43500";"2180124";"1.16";"l";"Non";"Non"
2022;"43500";"2180233";"44";"l";"Non";"Non"
2022;"43500";"2180735";"10";"l";"Non";"Non"
2022;"43500";"2190149";"5";"l";"Non";"Non"
2022;"43500";"2190639";"20";"l";"Non";"Non"
2022;"43500";"2190722";"80";"l";"Non";"Non"
2022;"43500";"2200753";"150";"l";"Non";"Non"
2022;"43500";"2220146";"80";"l";"Non";"Non"
2022;"43500";"8200538";"15";"l";"Non";"Non"
2022;"43500";"8400255";"0.2";"kg";"Non";"Non"
2022;"43500";"8500470";"200";"l";"Non";"Non"
2022;"43500";"8700002";"50";"l";"Non";"Non"
2022;"43500";"8700196";"0.5";"l";"Non";"Non"
2022;"43500";"8700462";"450";"l";"Non";"Non"
2022;"43500";"8800504";"4";"l";"Non";"Non"
2022;"43500";"8800827";"5";"l";"Non";"Non"
2022;"43500";"9000184";"25";"l";"Non";"Non"
2022;"43500";"9000619";"10";"l";"Non";"Non"
2022;"43500";"9100418";"12";"l";"Non";"Non"
2022;"43500";"9200024";"3000";"l";"Non";"Non"
2022;"43500";"9200159";"5";"l";"Non";"Non"
2022;"43500";"9500040";"4";"l";"Non";"Non"
2022;"43500";"9500452";"60";"kg";"Non";"Non"
2022;"43500";"9500568";"10";"kg";"Non";"Non"
2022;"43500";"9700027";"3.5";"kg";"Non";"Non"
2022;"43500";"9800018";"50";"l";"Non";"Non"
2022;"43500";"9800098";"5";"kg";"Non";"Non"
2022;"43500";"9800106";"19";"kg";"Non";"Non"
2022;"43500";"9900251";"20";"l";"Non";"Non"
2022;"43510";"2000202";"100";"l";"Non";"Non"
2022;"43510";"2010019";"45";"l";"Non";"Non"
2022;"43510";"2010239";"5";"l";"Non";"Non"
2022;"43510";"2030323";"6";"l";"Non";"Non"
2022;"43510";"2030332";"20";"l";"Non";"Non"
2022;"43510";"2060063";"21";"kg";"Non";"Non"
2022;"38510";"9800076";"15";"l";"Non";"Non"
2022;"43510";"2060088";"80";"l";"Non";"Non"
2022;"43510";"2060127";"720.9";"l";"Non";"Non"
2022;"38510";"9800085";"40";"l";"Non";"Non"
2022;"38510";"9800182";"180";"l";"Non";"Non"
2022;"38510";"9800219";"15";"l";"Non";"Non"
2022;"38510";"9800259";"50";"l";"Non";"Non"
2022;"38510";"9800336";"63";"l";"Non";"Non"
2022;"38510";"9800344";"0.65";"l";"Non";"Non"
2022;"38510";"9800474";"135";"kg";"Non";"Non"
2022;"43510";"2070184";"150";"l";"Non";"Non"
2022;"38510";"9800481";"36.36";"l";"Non";"Non"
2022;"43510";"2080094";"9.5";"kg";"Non";"Non"
2022;"43510";"2080125";"1";"kg";"Non";"Non"
2022;"43510";"2090011";"10";"l";"Non";"Non"
2022;"43510";"2090016";"120";"l";"Non";"Non"
2022;"43510";"2090041";"10.5";"kg";"Non";"Non"
2022;"38510";"9900037";"1";"kg";"Non";"Non"
2022;"43510";"2090042";"0.55";"kg";"Non";"Non"
2022;"43510";"2090054";"15";"kg";"Non";"Non"
2022;"43510";"2090093";"400";"l";"Non";"Non"
2022;"43510";"2090101";"2";"l";"Non";"Non"
2022;"38510";"9900047";"40";"l";"Non";"Non"
2022;"43510";"2090113";"420";"l";"Non";"Non"
2022;"43510";"2090118";"160";"l";"Non";"Non"
2022;"43510";"2090153";"2";"kg";"Non";"Non"
2022;"38510";"9900227";"5";"l";"Non";"Non"
2022;"43510";"2100014";"30.3";"kg";"Non";"Non"
2022;"43510";"2100065";"0.36";"kg";"Non";"Non"
2022;"43510";"2100108";"30";"l";"Non";"Non"
2022;"43510";"2100138";"415";"l";"Non";"Non"
2022;"38510";"9900251";"490";"l";"Non";"Non"
2022;"43510";"2100175";"0.08";"l";"Non";"Non"
2022;"43510";"2110018";"4.16";"l";"Non";"Non"
2022;"43510";"2110102";"32.41";"l";"Non";"Non"
2022;"43510";"2110104";"300";"l";"Non";"Non"
2022;"38510";"9900257";"69";"kg";"Oui";"Non"
2022;"43510";"2110111";"80";"l";"Non";"Non"
2022;"43510";"2110143";"2";"l";"Non";"Non"
2022;"43510";"2110152";"1";"l";"Non";"Non"
2022;"38520";"2000125";"3.85";"kg";"Oui";"Non"
2022;"43510";"2110162";"65";"l";"Non";"Non"
2022;"43510";"2110167";"3";"l";"Non";"Non"
2022;"43510";"2120041";"0.5";"l";"Non";"Non"
2022;"43510";"2120048";"14";"l";"Non";"Non"
2022;"38520";"2090146";"3.84";"l";"Oui";"Non"
2022;"43510";"2120066";"10";"l";"Non";"Non"
2022;"43510";"2120089";"20";"l";"Non";"Non"
2022;"43510";"2120160";"10";"l";"Non";"Non"
2022;"38520";"2090199";"0.35";"l";"Oui";"Non"
2022;"43510";"2130063";"20";"l";"Non";"Non"
2022;"43510";"2130069";"8";"l";"Non";"Non"
2022;"43510";"2130083";"6";"l";"Non";"Non"
2022;"38520";"2090200";"1.8";"l";"Oui";"Non"
2022;"43510";"2130091";"3";"l";"Non";"Non"
2022;"43510";"2130140";"30";"l";"Non";"Non"
2022;"43510";"2130152";"4";"l";"Non";"Non"
2022;"43510";"2140002";"6";"l";"Non";"Non"
2022;"38520";"2110102";"2.9";"l";"Non";"Non"
2022;"43510";"2140168";"10";"l";"Non";"Non"
2022;"43510";"2140258";"5";"l";"Non";"Non"
2022;"43510";"2150140";"460";"l";"Non";"Non"
2022;"38520";"2110149";"7.12";"l";"Oui";"Non"
2022;"43510";"2160064";"0.6";"l";"Non";"Non"
2022;"43510";"2160693";"120";"l";"Non";"Non"
2022;"43510";"2160920";"25";"l";"Non";"Non"
2022;"43510";"2160936";"57";"l";"Non";"Non"
2022;"43510";"2160937";"6";"l";"Non";"Non"
2022;"38520";"2110150";"2.1";"l";"Oui";"Non"
2022;"43510";"2160959";"35";"l";"Non";"Non"
2022;"43510";"2170237";"7";"kg";"Non";"Non"
2022;"43510";"2170381";"5";"l";"Non";"Non"
2022;"43510";"2170933";"6";"kg";"Non";"Non"
2022;"43510";"2171054";"30";"l";"Non";"Non"
2022;"43510";"2180124";"0.06";"l";"Non";"Non"
2022;"43510";"2180233";"1";"l";"Non";"Non"
2022;"43510";"2190062";"4";"l";"Non";"Non"
2022;"43510";"2190722";"470";"l";"Non";"Non"
2022;"43510";"2200753";"270";"l";"Non";"Non"
2022;"43510";"2220146";"120";"l";"Non";"Non"
2022;"43510";"8400096";"1";"l";"Non";"Non"
2022;"43510";"8400255";"24";"kg";"Non";"Non"
2022;"43510";"8400528";"6";"l";"Non";"Non"
2022;"43510";"8400600";"1";"l";"Non";"Non"
2022;"43510";"8600232";"10";"l";"Non";"Non"
2022;"43510";"8600243";"130";"l";"Non";"Non"
2022;"43510";"8700002";"90";"l";"Non";"Non"
2022;"43510";"8700196";"1";"l";"Non";"Non"
2022;"43510";"8700462";"510";"l";"Non";"Non"
2022;"43510";"8800504";"1";"l";"Non";"Non"
2022;"43510";"9000282";"2";"l";"Non";"Non"
2022;"43510";"9000490";"10";"l";"Non";"Non"
2022;"43510";"9000619";"80";"l";"Non";"Non"
2022;"43510";"9100296";"23";"l";"Non";"Non"
2022;"43510";"9100418";"12";"l";"Non";"Non"
2022;"43510";"9200159";"30";"l";"Non";"Non"
2022;"43510";"9200548";"9";"l";"Non";"Non"
2022;"43510";"9400052";"4";"l";"Non";"Non"
